count,obj_id,meta_url,source_url,source_path,source_md5,image_path,image_md5,title,artist_display_name,dominant_color,dominant_color_hex,r,g,b,r_jitter10x_bw,g_jitter10x_bw,b_jitter10x_bw,color_jitter10x_bw,gridX,gridY,umap_jitter_X,umap_jitter_Y,umapX,umapY,cluster
681,11620,https://collectionapi.metmuseum.org/public/collection/v1/objects/11620,https://images.metmuseum.org/CRDImages/ad/original/ap49.10.1.jpg,unprocessed/image-11620.png,0674fdea3f3dbd8f423ee44834c94bd4,images/11620-00.png,37f532f5fc0e6ada4016f65b53dcf985,Gideon Tucker,William Sidney Mount,"(108, 85, 60)",#6c553c,108,85,60,99,74,52,#634a34,0.71429,-0.40541,0.63953,-0.53488,0.61441,-0.55481,Cluster 4
682,14310,https://collectionapi.metmuseum.org/public/collection/v1/objects/14310,https://images.metmuseum.org/CRDImages/ad/original/DP105573.jpg,unprocessed/image-14310.png,320b0fe95a2c8a1dec1ae7a37d69f82e,images/14310-00.png,cac9e21cd7a7f3a54478e3840192abf7,Christopher Grant Perry,Richard Morrell Staigg,"(121, 105, 92)",#79695c,121,105,92,119,99,100,#776364,0.54286,0.78378,0.76744,0.59302,0.75748,0.59464,Cluster 7
683,11249,https://collectionapi.metmuseum.org/public/collection/v1/objects/11249,https://images.metmuseum.org/CRDImages/ad/original/DP205027.jpg,unprocessed/image-11249.png,a723c83f8079c5f589aa822a117ba6ae,images/11249-00.png,00362a76c7505f48eea64b1378013d91,Mrs. Robert Dickey (Anne Brown),John Wesley Jarvis,"(113, 81, 62)",#71513e,113,81,62,119,78,76,#774e4c,0.37143,0.35135,0.63953,0.32558,0.61996,0.32174,Cluster 2
684,14400,https://collectionapi.metmuseum.org/public/collection/v1/objects/14400,https://images.metmuseum.org/CRDImages/ad/original/ap1991.91.jpg,unprocessed/image-14400.png,8e9781ec3e04e649c92ad6f5f7c3baec,images/14400-00.png,2958794c1de297d5094b731285325415,Portrait of a Gentleman,Louis Francis DePaul Binsse,"(87, 87, 87)",#575757,87,87,87,87,87,87,#575757,0.88571,-0.72973,0.7907,-0.75581,0.78803,-0.75124,Cluster X
685,436649,https://collectionapi.metmuseum.org/public/collection/v1/objects/436649,https://images.metmuseum.org/CRDImages/ep/original/DP327706.jpg,unprocessed/image-436649.png,a40e50f673892581f6f9c9ac5e274298,images/436649-00.png,8f4d37c336ab5fbc5fe013f11db81675,"Portrait of a Young Man, Probably Robert Devereux (1566–1601), Second Earl of Essex",Nicholas Hilliard,"(105, 102, 98)",#696662,105,102,98,106,84,99,#6a5463,0.08571,0.18919,0.46512,0.24419,0.46335,0.2485,Cluster 9
686,14419,https://collectionapi.metmuseum.org/public/collection/v1/objects/14419,https://images.metmuseum.org/CRDImages/ad/original/DT6731.jpg,unprocessed/image-14419.png,a72a6835625de72e1b9582729ec32ba7,images/14419-00.png,a2be018e6c7e23afa803a67286b6770e,Esther Boardman,Ralph Earl,"(109, 91, 74)",#6d5b4a,109,91,74,93,101,81,#5d6551,0.94286,0.83784,0.98837,0.34884,0.97071,0.35004,Cluster 2
687,437861,https://collectionapi.metmuseum.org/public/collection/v1/objects/437861,https://images.metmuseum.org/CRDImages/ep/original/DT1137.jpg,unprocessed/image-437861.png,ad696c80d56b464cd603bc50c560e485,images/437861-00.png,551ff36b5b734df97420a5bfbb409f98,Portrait of a Boy with a Falcon,Wallerant Vaillant,"(111, 86, 67)",#6f5643,111,86,67,117,59,67,#753b43,0.48571,0.62162,0.74419,0.54651,0.75173,0.55291,Cluster 2
688,12600,https://collectionapi.metmuseum.org/public/collection/v1/objects/12600,https://images.metmuseum.org/CRDImages/ad/original/DT53.jpg,unprocessed/image-12600.png,eac6c342cf6786b5b0270c019bd43955,images/12600-00.png,9433fe9e19b35417f3b8bea86a214c66,Francis Brinley,John Smibert,"(129, 100, 58)",#81643a,129,100,58,120,89,52,#785934,0.08571,0.83784,0.5,0.90698,0.51225,0.91433,Cluster 7
689,435946,https://collectionapi.metmuseum.org/public/collection/v1/objects/435946,https://images.metmuseum.org/CRDImages/ep/original/ep49.7.44.bw.R.jpg,unprocessed/image-435946.png,cad5accb98d2a6b7ccb9d2a8db256b60,images/435946-00.png,5aba314b9524041d2b49c4d26b9399d0,"Charles de Cossé (1506–1563), Comte de Brissac",Corneille de Lyon,"(104, 104, 104)",#686868,104,104,104,104,104,104,#686868,-0.82857,1,-0.31395,0.67442,-0.3081,0.66509,Cluster 3
690,436721,https://collectionapi.metmuseum.org/public/collection/v1/objects/436721,https://images.metmuseum.org/CRDImages/ep/original/DT317652.jpg,unprocessed/image-436721.png,35d6a01a8bae20ddd665321a90a27825,images/436721-00.png,5e459e60b8423741fe7dbec3cb74124f,"Christ Crowned with Thorns (Ecce Homo), and the Mourning Virgin",Adriaen Isenbrant,"(61, 61, 46)",#3d3d2e,61,61,46,53,37,54,#352536,-0.65714,-0.08108,-0.65116,-0.0814,-0.64711,-0.08243,Cluster 1
691,11722,https://collectionapi.metmuseum.org/public/collection/v1/objects/11722,https://images.metmuseum.org/CRDImages/ad/original/DP105034.jpg,unprocessed/image-11722.png,a262543b62d9b8fc618681a66ffb9a1b,images/11722-00.png,cfb209c09750055c90da0cad1c2811e8,Richard Thomas III,James Peale,"(93, 91, 78)",#5d5b4e,93,91,78,97,95,81,#615f51,0.82857,-0.08108,0.83721,-0.5,0.86899,-0.46619,Cluster 4
692,13100,https://collectionapi.metmuseum.org/public/collection/v1/objects/13100,https://images.metmuseum.org/CRDImages/ad/original/ap04.29.3.jpg,unprocessed/image-13100.png,194749af0de7df2ac2d763b96be2341f,images/13100-00.png,c41a5d62b8eac376a0898112c3912622,"Old Pat, the Independent Beggar",Samuel Lovett Waldo,"(65, 65, 65)",#414141,65,65,65,65,65,65,#414141,0.02857,-0.72973,0.17442,-0.72093,0.17704,-0.7126,Cluster 6
693,11602,https://collectionapi.metmuseum.org/public/collection/v1/objects/11602,https://images.metmuseum.org/CRDImages/ad/original/DT2056.jpg,unprocessed/image-11602.png,144c14b1f97bdf1f626de2433b95d6ea,images/11602-00.png,4e21d2f204949654ad1790d534d6ca24,De Witt Clinton,Samuel F. B. Morse,"(136, 95, 76)",#885f4c,136,95,76,140,90,80,#8c5a50,0.94286,-0.62162,0.83721,-0.73256,0.82414,-0.72764,Cluster X
694,15197,https://collectionapi.metmuseum.org/public/collection/v1/objects/15197,https://images.metmuseum.org/CRDImages/ad/original/DP216807.jpg,unprocessed/image-15197.png,6d25b216861692e00ba5b054e24361b3,images/15197-00.png,1b649f3c85c56bb5ac05b6d41f8f9f71,Portrait of a Lady,Lawrence Sully,"(129, 120, 108)",#81786c,129,120,108,129,122,100,#817a64,0.2,1,0.55814,0.84884,0.56147,0.85533,Cluster 7
695,473877,https://collectionapi.metmuseum.org/public/collection/v1/objects/473877,https://images.metmuseum.org/CRDImages/cl/original/cdi25-120-281.jpg,unprocessed/image-473877.png,9c74aaeeef5f459097c3dcc045fe75a8,images/473877-00.png,9a33e2c615b4c6d0bf1379eb88f37e23,Saint Eleuthere or Saint Rustique,,"(159, 144, 126)",#9f907e,159,144,126,161,139,120,#a18b78,-0.82857,-0.72973,-0.80233,-0.30233,-0.82556,-0.29554,Cluster 1
696,198952,https://collectionapi.metmuseum.org/public/collection/v1/objects/198952,https://images.metmuseum.org/CRDImages/es/original/DP224284.jpg,unprocessed/image-198952.png,3ffbaf4bda00a7592ffd8c314fe50e2c,images/198952-00.png,a4eeef490cd012a2381b5adae1898825,Madonna and Child,Benedetto da Maiano,"(158, 123, 89)",#9e7b59,158,123,89,155,118,76,#9b764c,0.2,0.2973,0.59302,0.46512,0.58096,0.45747,Cluster 9
697,548585,https://collectionapi.metmuseum.org/public/collection/v1/objects/548585,https://images.metmuseum.org/CRDImages/eg/original/LC-30_5_1_EGDP028025.jpg,unprocessed/image-548585.png,158bbbd4e32423571c8e381f4dbce6bd,images/548585-00.png,06e37350f90ecd7feb4b862d349eaf3f,Osiride Figure of Kenamun,,"(151, 121, 96)",#977960,151,121,96,141,117,84,#8d7554,-0.54286,-0.83784,-0.74419,-0.26744,-0.73812,-0.26338,Cluster 1
698,544690,https://collectionapi.metmuseum.org/public/collection/v1/objects/544690,https://images.metmuseum.org/CRDImages/eg/original/DT546.jpg,unprocessed/image-544690.png,bf5771283248c2ef5da90011400fb033,images/544690-00.png,eb0ac94fcb4b76f7276e35d8551a0de2,Head of Tutankhamun,,"(132, 124, 114)",#847c72,132,124,114,129,130,120,#818278,-0.88571,-0.62162,-0.93023,-0.22093,-0.93155,-0.23041,Cluster 1
699,712539,https://collectionapi.metmuseum.org/public/collection/v1/objects/712539,https://images.metmuseum.org/CRDImages/ep/original/DP-944-001.jpg,unprocessed/image-712539.png,0e4477eaef9108af4e7234dddd0a894d,images/712539-00.png,fe1d05723e0e111647edeb2109e5db2e,Saint Philip Neri (1515–1595),Carlo Dolci,"(51, 42, 32)",#332a20,51,42,32,60,45,44,#3c2d2c,-0.94286,1,-0.34884,0.66279,-0.35348,0.66073,Cluster 3
700,544685,https://collectionapi.metmuseum.org/public/collection/v1/objects/544685,https://images.metmuseum.org/CRDImages/eg/original/31.114.1_EGDP019314.jpg,unprocessed/image-544685.png,8f5337bd95662c6b9ca674674d9750a8,images/544685-00.png,645a73c7f10ed3a0d5295ecc9d1b2929,Head from a statuette,,"(137, 114, 102)",#897266,137,114,102,123,109,104,#7b6d68,-0.94286,-0.35135,-0.97674,-0.10465,-0.95829,-0.12023,Cluster 1
701,15059,https://collectionapi.metmuseum.org/public/collection/v1/objects/15059,https://images.metmuseum.org/CRDImages/ad/original/DP222183.jpg,unprocessed/image-15059.png,64db5f01cfd6ee7da8b78e567cb1ad2f,images/15059-00.png,682d818e56aa8e12d84a3ac77bbaa1f9,Colonel James Elliott McPherson,Charles Fraser,"(126, 106, 96)",#7e6a60,126,106,96,108,116,106,#6c746a,0.94286,-0.35135,0.87209,-0.60465,0.86556,-0.59824,Cluster 4
702,12693,https://collectionapi.metmuseum.org/public/collection/v1/objects/12693,https://images.metmuseum.org/CRDImages/ad/original/DT11612.jpg,unprocessed/image-12693.png,ebe7ffd92916d1a02afe168acc4084c2,images/12693-00.png,dce50d2f6b7eaa60f5e9d8bc40485a8a,Mother and Son,Thomas Sully,"(150, 103, 71)",#966747,150,103,71,148,112,56,#947038,0.25714,0.2973,0.5814,0.36047,0.58184,0.35352,Cluster 9
703,437168,https://collectionapi.metmuseum.org/public/collection/v1/objects/437168,https://images.metmuseum.org/CRDImages/ep/original/DT8855.jpg,unprocessed/image-437168.png,5eb17b3db6997421b01c229e9b0c4e8a,images/437168-00.png,14fef3d424f891ec27d440a7a4b6e80d,Christ Shown to the People,Jan Mostaert,"(140, 95, 66)",#8c5f42,140,95,66,145,90,64,#915a40,-0.42857,-0.18919,-0.06977,-0.03488,-0.08371,-0.03409,Cluster X
704,17515,https://collectionapi.metmuseum.org/public/collection/v1/objects/17515,https://images.metmuseum.org/CRDImages/ad/original/DP217065.jpg,unprocessed/image-17515.png,467e88d270aceb286235927690b0b078,images/17515-00.png,95ca41fdd664856607c6fae97f679e9a,Mrs. James Bleecker (Elizabeth Garland Bache),John Ramage,"(108, 101, 90)",#6c655a,108,101,90,98,99,91,#62635b,0.42857,0.83784,0.7093,0.69767,0.70652,0.6953,Cluster 7
705,13342,https://collectionapi.metmuseum.org/public/collection/v1/objects/13342,https://images.metmuseum.org/CRDImages/ad/original/DP221828.jpg,unprocessed/image-13342.png,7e9bf9b1e66bcdd03629671a539717c5,images/13342-00.png,427f9d6914fbbc605046333749d1188c,Portrait of a Gentleman,Joseph Wood,"(134, 112, 102)",#867066,134,112,102,124,119,106,#7c776a,-0.02857,0.2973,0.31395,0.44186,0.31177,0.43604,Cluster 9
706,11166,https://collectionapi.metmuseum.org/public/collection/v1/objects/11166,https://images.metmuseum.org/CRDImages/ad/original/DP216797.jpg,unprocessed/image-11166.png,869212d38c0d388571908259662a711a,images/11166-00.png,09a22c302a6c8b90db7d5812229f47f7,Rudolphus Bogert,Parmenas Howell,"(122, 103, 93)",#7a675d,122,103,93,115,99,72,#736348,0.65714,-0.51351,0.56977,-0.62791,0.56557,-0.62062,Cluster X
707,436853,https://collectionapi.metmuseum.org/public/collection/v1/objects/436853,https://images.metmuseum.org/CRDImages/ep/original/DP162160.jpg,unprocessed/image-436853.png,4785472769a07499f9bff6dc858470ce,images/436853-00.png,b21d1be32b130ce63b08cc00f24c0ee3,Lady Maria Conyngham (died 1843),Sir Thomas Lawrence,"(88, 76, 60)",#584c3c,88,76,60,85,73,75,#55494b,0.88571,1,0.93023,0.43023,0.91934,0.44022,Cluster 2
708,366767,https://collectionapi.metmuseum.org/public/collection/v1/objects/366767,https://images.metmuseum.org/CRDImages/dp/original/DP800732.jpg,unprocessed/image-366767.png,5a197bcc756c55816941b86c2ade2f61,images/366767-00.png,52253ce8e63e4d29be55e6b54d62f3b6,Half-Length Portrait Study of a Young Woman with Long Hair,Joseph van Aken,"(126, 133, 130)",#7e8582,126,133,130,135,137,109,#87896d,-0.42857,-0.62162,-0.4186,-0.33721,-0.40494,-0.32786,Cluster 8
709,18830,https://collectionapi.metmuseum.org/public/collection/v1/objects/18830,https://images.metmuseum.org/CRDImages/ad/original/DP118423.jpg,unprocessed/image-18830.png,a59d5a1982f6ebd1ce511ae1ab9b0175,images/18830-00.png,1b7df36405567812091bd57e86c48c2f,Portrait of a Lady,Daniel F. Ames,"(128, 114, 103)",#807267,128,114,103,118,133,105,#768569,-0.02857,0.56757,0.37209,0.7093,0.36492,0.70522,Cluster 10
710,10776,https://collectionapi.metmuseum.org/public/collection/v1/objects/10776,https://images.metmuseum.org/CRDImages/ad/original/DT287621.jpg,unprocessed/image-10776.png,015b0468d0ed47c962d616b41584ed1c,images/10776-00.png,b70f4ea6495c87618ed5ae08612cf710,Anne Charlotte Lynch (Later Mrs. Vincenzo Botta),Savinien Edme Dubourjal,"(169, 137, 105)",#a98969,169,137,105,161,141,105,#a18d69,0.71429,0.83784,0.87209,0.48837,0.87146,0.48936,Cluster 2
711,11269,https://collectionapi.metmuseum.org/public/collection/v1/objects/11269,https://images.metmuseum.org/CRDImages/ad/original/DT5512.jpg,unprocessed/image-11269.png,d4df046a81e54852b54fb87f5fe0b439,images/11269-00.png,2068606c37e0e63bfd45c041186649f8,Edward and Sarah Rutter,Joshua Johnson,"(126, 112, 92)",#7e705c,126,112,92,129,110,86,#816e56,0.37143,0.40541,0.65116,0.36047,0.64101,0.3604,Cluster 2
712,11269,https://collectionapi.metmuseum.org/public/collection/v1/objects/11269,https://images.metmuseum.org/CRDImages/ad/original/DT5512.jpg,unprocessed/image-11269.png,d4df046a81e54852b54fb87f5fe0b439,images/11269-01.png,dbb091f3fc38d1ee672ff5f6b00c657c,Edward and Sarah Rutter,Joshua Johnson,"(136, 120, 98)",#887862,136,120,98,140,126,101,#8c7e65,0.54286,0.24324,0.67442,0.36047,0.67019,0.36333,Cluster 2
713,435830,https://collectionapi.metmuseum.org/public/collection/v1/objects/435830,https://images.metmuseum.org/CRDImages/ep/original/DT11971.jpg,unprocessed/image-435830.png,c1ad4211b870551175d02d572de102a7,images/435830-00.png,3d39ea65fc6168b7e1e333b4bf7a0767,Catharine Lorillard Wolfe (1828–1887),Alexandre Cabanel,"(71, 45, 25)",#472d19,71,45,25,57,45,44,#392d2c,0.88571,0.45946,0.93023,0.24419,0.9221,0.23647,Cluster 2
714,247367,https://collectionapi.metmuseum.org/public/collection/v1/objects/247367,https://images.metmuseum.org/CRDImages/gr/original/DP252115.jpg,unprocessed/image-247367.png,01d33805c5594a7d6c6e54f3d5de96f7,images/247367-00.png,c134266939dadc6004d4440b44812de9,Terracotta vase with janiform heads,,"(174, 157, 136)",#ae9d88,174,157,136,164,156,137,#a49c89,-0.77143,-0.24324,-0.86047,-0.12791,-0.87153,-0.12413,Cluster 1
715,436397,https://collectionapi.metmuseum.org/public/collection/v1/objects/436397,https://images.metmuseum.org/CRDImages/ep/original/ep48.187.732.bw.R.jpg,unprocessed/image-436397.png,d691b3b7035722bcf91584e4562e988f,images/436397-00.png,682d322522c7b34ab9221cfc0f51addf,Portrait of a Man in a Brown Coat,French Painter,"(70, 70, 70)",#464646,70,70,70,70,70,70,#464646,0.2,-0.83784,0.15116,-0.88372,0.14794,-0.87392,Cluster 6
716,437030,https://collectionapi.metmuseum.org/public/collection/v1/objects/437030,https://images.metmuseum.org/CRDImages/ep/original/DP282434.jpg,unprocessed/image-437030.png,1bcf56bc315995c78c87407c5ef4dbd5,images/437030-00.png,4987e8112a67e099e4a32101dc52a928,Young Man Holding a Book,Master of the View of Sainte Gudule,"(95, 80, 72)",#5f5048,95,80,72,70,85,69,#465545,-0.37143,0.13514,0.10465,0.2093,0.09391,0.20345,Cluster X
717,435947,https://collectionapi.metmuseum.org/public/collection/v1/objects/435947,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.103.bw.R.jpg,unprocessed/image-435947.png,8c5b368f2b9c8569c420799b480b5005,images/435947-00.png,f6070fd6067d32a3c5ea00a2cd184cdb,Jean d'Albon de Saint-André (1472–1549),Corneille de Lyon,"(123, 123, 123)",#7b7b7b,123,123,123,123,123,123,#7b7b7b,-0.94286,0.89189,-0.37209,0.61628,-0.37188,0.61248,Cluster 3
718,19014,https://collectionapi.metmuseum.org/public/collection/v1/objects/19014,https://images.metmuseum.org/CRDImages/ad/original/DP132145.jpg,unprocessed/image-19014.png,30676aadcb6e5428ff9b7cf1621615d3,images/19014-00.png,868921615b3cf1cd4c0d76ce0ecda232,Moses Gill,John Singleton Copley,"(95, 73, 58)",#5f493a,95,73,58,103,76,74,#674c4a,0.14286,-0.45946,0.32558,-0.36047,0.33722,-0.34983,Cluster 5
719,435998,https://collectionapi.metmuseum.org/public/collection/v1/objects/435998,https://images.metmuseum.org/CRDImages/ep/original/DP168993.jpg,unprocessed/image-435998.png,b7a314bea3384593dca4e90b6be7671b,images/435998-00.png,931371e62f0fc4ce4664b364ede7ae24,"Admiral Harry Paulet (1719/20–1794), Sixth Duke of Bolton",Francis Cotes,"(89, 81, 74)",#59514a,89,81,74,57,70,64,#394640,0.14286,-0.51351,0.31395,-0.34884,0.29829,-0.34147,Cluster 5
720,13051,https://collectionapi.metmuseum.org/public/collection/v1/objects/13051,https://images.metmuseum.org/CRDImages/ad/original/ap17.87.2.jpg,unprocessed/image-13051.png,1f4a8c3dd0e50cc490dcfe5d8cc18323,images/13051-00.png,b07dc188f1015075b319deb3e5b1da10,"Mrs. Marinus Willett and Her Son Marinus, Jr.",John Vanderlyn,"(95, 100, 94)",#5f645e,95,100,94,103,100,84,#676454,0.77143,0.45946,0.87209,0.30233,0.85437,0.29903,Cluster 2
721,13336,https://collectionapi.metmuseum.org/public/collection/v1/objects/13336,https://images.metmuseum.org/CRDImages/ad/original/ap22.45.7.jpg,unprocessed/image-13336.png,3f20f16d2cf48e58ee01eb2476356c0b,images/13336-00.png,16e45534b23ec58b65c72ae94006477c,Mrs. Cadwallader Colden,John Wollaston,"(69, 69, 69)",#454545,69,69,69,69,69,69,#454545,-0.42857,-0.45946,-0.33721,-0.2093,-0.33841,-0.20267,Cluster 8
722,437889,https://collectionapi.metmuseum.org/public/collection/v1/objects/437889,https://images.metmuseum.org/CRDImages/ep/original/DP-17461-001.jpg,unprocessed/image-437889.png,440ca91c46f3567efa0015cca2fecacc,images/437889-00.png,3ffce997198871579dfaabdcc6a1fb4a,Alessandro Vittoria (1525–1608),Paolo Veronese (Paolo Caliari),"(54, 38, 19)",#362613,54,38,19,39,41,34,#272922,-0.02857,-0.24324,0.26744,-0.16279,0.26517,-0.17446,Cluster 5
723,437954,https://collectionapi.metmuseum.org/public/collection/v1/objects/437954,https://images.metmuseum.org/CRDImages/ep/original/DP169653.jpg,unprocessed/image-437954.png,4de466fb15f34b9670d552e8b69ab324,images/437954-00.png,1d60cd3822d313f1a824a515dd743c6b,Portrait of a Woman,Joseph Wright (Wright of Derby),"(116, 88, 63)",#74583f,116,88,63,108,85,59,#6c553b,0.6,0.45946,0.84884,0.30233,0.84516,0.3055,Cluster 2
724,641684,https://collectionapi.metmuseum.org/public/collection/v1/objects/641684,https://images.metmuseum.org/CRDImages/dp/original/DP890366.jpg,unprocessed/image-641684.png,e403f44f9538da5c75cb0261407c46f5,images/641684-00.png,33ca0e0ba96192241eb18ca8e8e885de,"Mary, Queen of Scots",Jacob Houbraken,"(143, 131, 124)",#8f837c,143,131,124,144,109,135,#906d87,-0.25714,-0.72973,-0.22093,-0.53488,-0.21363,-0.51528,Cluster 8
725,436215,https://collectionapi.metmuseum.org/public/collection/v1/objects/436215,https://images.metmuseum.org/CRDImages/ep/original/DP323397.jpg,unprocessed/image-436215.png,ac635f6795943105e428e15cd2d55908,images/436215-00.png,77f5be96832f763714024c84cd4d5d80,Madame Sophie de France (1734–1782),François Hubert Drouais,"(98, 80, 58)",#62503a,98,80,58,103,80,61,#67503d,0.54286,0.72973,0.75581,0.5814,0.75413,0.56987,Cluster 2
726,16892,https://collectionapi.metmuseum.org/public/collection/v1/objects/16892,https://images.metmuseum.org/CRDImages/ad/original/DP169105.jpg,unprocessed/image-16892.png,a26c4e8e6e510eef9c21bb8da8135bc8,images/16892-00.png,1c52e9abf3f329df683beab27c8349b5,Stephen Thorn,George Augustus Baker Sr.,"(128, 122, 114)",#807a72,128,122,114,136,117,98,#887562,1,-0.51351,0.83721,-0.68605,0.82479,-0.68373,Cluster X
727,643303,https://collectionapi.metmuseum.org/public/collection/v1/objects/643303,https://images.metmuseum.org/CRDImages/es/original/DP-742-007.jpg,unprocessed/image-643303.png,2f4704cfffdb84a21a0218607e46469f,images/643303-00.png,72cbaaaf2ea3190500199420dcf84b10,Figure of a European Merchant,Amoy Chinqua,"(135, 115, 96)",#877360,135,115,96,134,114,104,#867268,-0.6,-0.40541,-0.76744,-0.17442,-0.76009,-0.17603,Cluster 1
728,436663,https://collectionapi.metmuseum.org/public/collection/v1/objects/436663,https://images.metmuseum.org/CRDImages/ep/original/DP331436.jpg,unprocessed/image-436663.png,21fcecbec8eeaf4c2a09cf16cb43ef29,images/436663-00.png,de8fe97405a21e15157b003327f6fdbc,"Thomas Wriothesley (1505–1550), First Earl of Southampton",Hans Holbein the Younger,"(107, 90, 86)",#6b5a56,107,90,86,93,96,83,#5d6053,-0.14286,0.18919,0.22093,0.46512,0.22261,0.45135,Cluster 9
729,15183,https://collectionapi.metmuseum.org/public/collection/v1/objects/15183,https://images.metmuseum.org/CRDImages/ad/original/DP168985.jpg,unprocessed/image-15183.png,8a27e24d425abc64ff6ec7842ff6088a,images/15183-00.png,e5162813b305213685f8c01d18a207eb,Mrs. Israel Thorndike (Sarah Dana),George Lethbridge Saunders,"(118, 103, 86)",#766756,118,103,86,126,99,73,#7e6349,-0.48571,1,0.24419,0.95349,0.23113,0.94534,Cluster 10
730,437598,https://collectionapi.metmuseum.org/public/collection/v1/objects/437598,https://images.metmuseum.org/CRDImages/ep/original/DT200205.jpg,unprocessed/image-437598.png,422468241b43e455fb8af8ae68af0203,images/437598-00.png,e43452907051894841a9b87070e6fd31,Portrait of a Man,Francesco Salviati (Francesco de' Rossi),"(71, 54, 33)",#473621,71,54,33,70,77,41,#464d29,0.6,-0.40541,0.5814,-0.61628,0.58191,-0.60733,Cluster X
731,376602,https://collectionapi.metmuseum.org/public/collection/v1/objects/376602,https://images.metmuseum.org/CRDImages/dp/original/DP858615.jpg,unprocessed/image-376602.png,88849c3e43a4a93fe944757a9ac5c03a,images/376602-00.png,ae43950e44685ca89e193cd0412ac83a,"Jane Shore: ""Give gentle mistress Shore one gentle kiss the more (Shakespeare, Richard III, Act 3, scene 1)",Francesco Bartolozzi,"(163, 152, 133)",#a39885,163,152,133,175,134,149,#af8695,-0.14286,-0.94595,-0.2093,-0.54651,-0.22454,-0.55045,Cluster 8
732,547851,https://collectionapi.metmuseum.org/public/collection/v1/objects/547851,https://images.metmuseum.org/CRDImages/eg/original/DP266860.jpg,unprocessed/image-547851.png,23ef8f6876be7c44668a265ca823182c,images/547851-00.png,cc1b8f8408dc568d417aaada1e7ee92b,Mask of a man with short curly hair and long sideburns,,"(173, 149, 137)",#ad9589,173,149,137,193,134,137,#c18689,-0.94286,-0.40541,-0.95349,-0.15116,-0.95024,-0.14464,Cluster 1
733,506089,https://collectionapi.metmuseum.org/public/collection/v1/objects/506089,https://images.metmuseum.org/CRDImages/mi/original/DP211151.jpg,unprocessed/image-506089.png,f182e4046584493f04b837faa3aef261,images/506089-00.png,0ca7b02b5b7c10b4e8958459298b9188,Watercolor of musician playing bo,,"(200, 189, 180)",#c8bdb4,200,189,180,198,183,170,#c6b7aa,0.77143,0.13514,0.67442,0.17442,0.67412,0.178,Cluster 2
734,639853,https://collectionapi.metmuseum.org/public/collection/v1/objects/639853,https://images.metmuseum.org/CRDImages/dp/original/DP890242.jpg,unprocessed/image-639853.png,bce974f608cd47fff65217666037334b,images/639853-00.png,5e0e5b7cc76245d301fb700a97c59e29,Portrait of Mr. J. A. Laurent,baron Dominique Vivant Denon,"(193, 187, 188)",#c1bbbc,193,187,188,195,185,176,#c3b9b0,0.08571,-0.67568,0.22093,-0.55814,0.2167,-0.55249,Cluster 6
735,436337,https://collectionapi.metmuseum.org/public/collection/v1/objects/436337,https://images.metmuseum.org/CRDImages/ep/original/DP345572.jpg,unprocessed/image-436337.png,0e978f8f6f9267ff32b95c57e06ad9f8,images/436337-00.png,1c8d6ec03186d7c246e78a30dc9bc3fd,Portrait of a Monk in Prayer,French Painter,"(61, 60, 56)",#3d3c38,61,60,56,59,47,69,#3b2f45,0.37143,-0.08108,0.48837,-0.2907,0.49054,-0.291,Cluster 5
736,655421,https://collectionapi.metmuseum.org/public/collection/v1/objects/655421,https://images.metmuseum.org/CRDImages/dp/original/DP837311.jpg,unprocessed/image-655421.png,d471f1636f5a54bbfae1469e728ea955,images/655421-00.png,cc5b27bd8024292f916f161180a20e8a,Portrait of a Woman,baron Antoine Jean Gros,"(176, 170, 156)",#b0aa9c,176,170,156,180,163,152,#b4a398,-0.2,-0.72973,-0.01163,-0.62791,-0.02868,-0.61959,Cluster 8
737,435580,https://collectionapi.metmuseum.org/public/collection/v1/objects/435580,https://images.metmuseum.org/CRDImages/ep/original/DT285189.jpg,unprocessed/image-435580.png,d887ca55d1ccdc4a0d96e7272ecd336b,images/435580-00.png,2d9d7e8835bc9971e8ea3e9a10b021e4,Christ Crowned with Thorns,Antonello da Messina (Antonello di Giovanni d'Antonio),"(72, 47, 22)",#482f16,72,47,22,79,27,34,#4f1b22,-0.88571,0.83784,-0.34884,0.59302,-0.35621,0.59289,Cluster 3
738,436643,https://collectionapi.metmuseum.org/public/collection/v1/objects/436643,https://images.metmuseum.org/CRDImages/ep/original/DT201070.jpg,unprocessed/image-436643.png,8d99e6e73485775569de9022d53aeffd,images/436643-00.png,4b81dff11dea2c099666891f0606db22,The Calling of Saint Matthew,Jan Sanders van Hemessen,"(153, 102, 64)",#996640,153,102,64,163,87,49,#a35731,-0.54286,0.40541,0,0.43023,-0.01184,0.42165,Cluster 3
739,437583,https://collectionapi.metmuseum.org/public/collection/v1/objects/437583,https://images.metmuseum.org/CRDImages/ep/original/DP161647.jpg,unprocessed/image-437583.png,044b20864e7e12f3348fcc1c4bac4b39,images/437583-00.png,2a0b3ac1b09927ebfbcfaff4a6f335b4,"Mrs. William Man Godschall (Sarah Godschall, 1730–1795)",John Russell,"(159, 153, 148)",#9f9994,159,153,148,166,135,147,#a68793,0.02857,0.83784,0.51163,0.9186,0.49647,0.91249,Cluster 7
